Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_Per_Quantity,Profit_Margin
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Technology,Copiers,549.99,1,0.0,274.995,549.99,50.0
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Office Supplies,Appliances,167.535,3,0.1,37.23,55.845,22.22222222222222
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Office Supplies,Envelopes,38.34,3,0.0,17.253,12.780000000000001,44.99999999999999
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Furniture,Furnishings,53.88,6,0.0,22.6296,8.98,42.0
Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Technology,Phones,299.98,2,0.0,83.9944,149.99,27.999999999999996
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,62.8,4,0.0,15.7,15.7,25.0
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,13.904,2,0.2,4.5188,6.952,32.49999999999999
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,744.1,5,0.3,-95.67,148.82,-12.857142857142856
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,44.84,5,0.2,5.605,8.968,12.5
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,401.59,2,0.3,-131.951,200.795,-32.857142857142854
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,18.24,3,0.0,8.5728,6.079999999999999,47.00000000000001
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Bookcases,359.499,3,0.15,-29.6058,119.83300000000001,-8.235294117647058
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,10.48,1,0.0,2.8296,10.48,27.0
Same Day,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,20.736,4,0.2,7.2576,5.184,35.0
Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Technology,Accessories,35.168,4,0.2,8.3524,8.792,23.75
Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Office Supplies,Paper,64.704,3,0.2,23.4552,21.567999999999998,36.25000000000001
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,105.52,4,0.0,48.5392,26.38,46.0
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,5.792,2,0.8,-9.5568,2.896,-165.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,466.158,7,0.4,-93.2316,66.59400000000001,-20.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,10.312,1,0.2,-1.289,10.312,-12.5
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.556,3,0.7,-1.7892,0.852,-70.0
First Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Paper,7.968,2,0.2,2.8884,3.984,36.25
First Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Envelopes,8.784,1,0.2,3.1842,8.784,36.25
Standard Class,Consumer,United States,Loveland,Colorado,80538,West,Office Supplies,Fasteners,3.024,3,0.2,-0.6048,1.008,-20.0
Standard Class,Corporate,United States,Woonsocket,Rhode Island,2895,East,Office Supplies,Storage,51.45,3,0.0,13.8915,17.150000000000002,27.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,14.016,4,0.8,-31.536,3.504,-225.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,214.95,5,0.5,-120.372,42.989999999999995,-56.00000000000001
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,35.04,4,0.2,-7.008,8.76,-20.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,10.776,3,0.6,-4.8492,3.592,-45.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,4.6,2,0.8,-8.05,2.3,-175.00000000000003
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,35.168,2,0.2,-8.3524,17.584,-23.75
Standard Class,Home Office,United States,Bakersfield,California,93309,West,Office Supplies,Binders,19.152,3,0.2,6.4638,6.384,33.75
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Art,4.448,2,0.2,0.3336,2.224,7.5
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,5.184,1,0.2,1.8792,5.184,36.25
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,5.184,35.0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,40.032,6,0.2,12.51,6.672,31.25
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,16.776,3,0.2,5.0328,5.592,30.0
Standard Class,Consumer,United States,Deltona,Florida,32725,South,Furniture,Chairs,186.304,4,0.2,13.9728,46.576,7.5
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Accessories,66.36,4,0.0,23.226,16.59,35.0
First Class,Home Office,United States,Nashville,Tennessee,37211,South,Office Supplies,Art,42.048,9,0.2,5.256,4.672000000000001,12.5
First Class,Home Office,United States,Nashville,Tennessee,37211,South,Office Supplies,Art,67.92,5,0.2,6.792,13.584,10.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,52.512,6,0.2,19.692,8.752,37.5
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,186.912,6,0.2,-35.046,31.152,-18.75
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.048,4,0.2,3.14,2.512,31.25
Same Day,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,17.496,9,0.6,-7.4358,1.944,-42.50000000000001
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,5.184,35.0
Standard Class,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,10.776,3,0.2,3.3675,3.592,31.25
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,3.304,1,0.2,1.0738,3.304,32.50000000000001
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,35.48,1,0.0,0.0,35.48,0.0
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Fasteners,34.44,3,0.0,16.1868,11.479999999999999,47.00000000000001
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Machines,629.93,7,0.0,296.0671,89.99,47.0
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Binders,79.056,9,0.2,28.6578,8.783999999999999,36.25000000000001
Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Storage,232.55,5,0.0,9.302,46.510000000000005,3.9999999999999996
Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Technology,Accessories,99.98,2,0.0,42.9914,49.99,43.0
Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,19.44,3,0.0,9.3312,6.48,48.00000000000001
Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,12.96,2,0.0,6.3504,6.48,48.99999999999999
Same Day,Consumer,United States,New York City,New York,10009,East,Furniture,Tables,464.292,9,0.4,-108.3348,51.587999999999994,-23.333333333333332
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Envelopes,68.46,7,0.0,31.4916,9.78,46.0
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Machines,2799.96,4,0.0,1371.9804,699.99,49.0
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,601.3,2,0.0,198.429,300.65,33.0
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Phones,16.99,1,0.0,4.4174,16.99,26.0
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Phones,287.97,3,0.0,80.6316,95.99000000000001,27.999999999999996
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,44.82,9,0.0,21.0654,4.98,47.0
Standard Class,Corporate,United States,Anaheim,California,92804,West,Furniture,Furnishings,101.12,8,0.0,37.4144,12.64,37.0
Standard Class,Consumer,United States,Deltona,Florida,32725,South,Technology,Phones,107.976,3,0.2,37.7916,35.992,35.0
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Appliances,58.73,7,0.0,14.6825,8.389999999999999,25.0
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,93.344,4,0.2,32.6704,23.336,35.0
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,17.05,5,0.0,8.184,3.41,47.99999999999999
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,8.096,2,0.2,2.7324,4.048,33.75
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,30.36,4,0.0,13.0548,7.59,43.0
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,23.34,3,0.0,10.9698,7.78,47.0
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Paper,51.55,5,0.0,24.2285,10.309999999999999,47.0
Standard Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,119.9,2,0.0,43.164,59.95,36.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,1317.492,6,0.1,292.776,219.582,22.222222222222225
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Supplies,63.84,8,0.0,18.5136,7.98,28.999999999999996
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.592,1,0.2,1.1225,3.592,31.25
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,86.26,2,0.0,29.3284,43.13,34.0
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,139.04,4,0.0,38.9312,34.76,27.999999999999996
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,46.8,4,0.0,16.38,11.7,35.0
Standard Class,Home Office,United States,Chandler,Arizona,85224,West,Furniture,Furnishings,8.544,4,0.2,1.9224,2.136,22.5
Standard Class,Home Office,United States,Chandler,Arizona,85224,West,Furniture,Chairs,842.376,3,0.2,105.297,280.792,12.5
Same Day,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,1214.85,3,0.0,352.3065,404.95,29.000000000000004
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,67.78,2,0.0,16.945,33.89,25.0
First Class,Corporate,United States,Helena,Montana,59601,West,Office Supplies,Storage,39.9,5,0.0,10.374,7.9799999999999995,26.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,2.688,1,0.2,0.84,2.688,31.249999999999993
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,6.6,3,0.0,2.904,2.1999999999999997,44.0
First Class,Consumer,United States,Kirkwood,Missouri,63122,Central,Office Supplies,Binders,28.4,4,0.0,13.064,7.1,46.0
First Class,Consumer,United States,Kirkwood,Missouri,63122,Central,Furniture,Furnishings,212.94,3,0.0,34.0704,70.98,16.0
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,1001.584,2,0.2,125.198,500.792,12.5
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,569.058,3,0.3,-178.8468,189.686,-31.428571428571427
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,14.224,2,0.6,-10.3124,7.112,-72.5
Second Class,Corporate,United States,Peoria,Arizona,85345,West,Technology,Phones,105.584,2,0.2,9.2386,52.792,8.75
Second Class,Corporate,United States,Peoria,Arizona,85345,West,Technology,Phones,68.72,2,0.2,-14.603,34.36,-21.25
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Bookcases,1367.84,8,0.0,259.8896,170.98,19.0
Second Class,Consumer,United States,Taylor,Michigan,48180,Central,Furniture,Chairs,301.96,2,0.0,33.2156,150.98,11.000000000000002
Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,170.352,3,0.2,-17.0352,56.784,-10.0
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Art,3.9,2,0.0,1.521,1.95,38.99999999999999
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Paper,12.84,3,0.0,5.778,4.28,44.99999999999999
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Paper,15.84,3,0.0,7.128,5.28,45.0
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Furniture,Chairs,563.94,3,0.0,112.788,187.98000000000002,20.0
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Storage,62.94,3,0.0,11.9586,20.98,19.0
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Storage,535.41,3,0.0,160.623,178.47,30.0
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,3504.9,5,0.0,700.98,700.98,20.0
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Paper,144.12,3,0.0,69.1776,48.04,48.0
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Paper,314.55,3,0.0,150.984,104.85000000000001,48.00000000000001
First Class,Corporate,United States,Pueblo,Colorado,81001,West,Office Supplies,Art,3.408,1,0.2,0.8946,3.408,26.25
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Binders,2.072,2,0.8,-3.5224,1.036,-170.0
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Furniture,Bookcases,328.3992,3,0.32,-91.7586,109.46640000000001,-27.941176470588236
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,53.248,2,0.2,19.968,26.624,37.5
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,4.992,3,0.2,1.6848,1.664,33.75
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,37.68,2,0.0,15.8256,18.84,42.0
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Phones,258.576,2,0.2,19.3932,129.288,7.5
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,75.84,2,0.0,29.5776,37.92,39.0
First Class,Corporate,United States,Woonsocket,Rhode Island,2895,East,Office Supplies,Paper,45.36,7,0.0,21.7728,6.4799999999999995,48.0
First Class,Corporate,United States,Woonsocket,Rhode Island,2895,East,Office Supplies,Binders,45.78,3,0.0,22.89,15.26,50.0
First Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,40.29,3,0.0,10.0725,13.43,25.0
First Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,38.71,7,0.0,17.8066,5.53,46.0
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,1801.632,6,0.2,-337.806,300.272,-18.749999999999996
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,748.752,8,0.4,-162.2296,93.594,-21.666666666666668
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Accessories,199.96,4,0.0,15.9968,49.99,8.0
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Chairs,1516.2,7,0.0,394.212,216.6,26.0
Standard Class,Consumer,United States,Pasadena,Texas,77506,Central,Technology,Accessories,167.952,6,0.2,-27.2922,27.992,-16.25
Standard Class,Consumer,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,45.04,2,0.2,4.504,22.52,10.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,23.16,2,0.0,11.58,11.58,50.0
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Furniture,Furnishings,397.6,5,0.0,43.736,79.52000000000001,10.999999999999998
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,85.96,7,0.0,40.4012,12.28,47.00000000000001
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Art,13.12,4,0.0,4.3296,3.28,33.0
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,45.66,3,0.0,22.3734,15.219999999999999,49.00000000000001
Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Envelopes,158.13,3,0.0,77.4837,52.71,49.0
Standard Class,Consumer,United States,Kent,Washington,98031,West,Technology,Phones,43.6,5,0.2,4.36,8.72,10.0
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Supplies,3930.072,3,0.2,-786.0144,1310.0240000000001,-20.0
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Fasteners,2.304,1,0.2,0.7776,2.304,33.75
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Technology,Phones,431.976,3,0.2,32.3982,143.992,7.500000000000001
Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Technology,Accessories,41.72,7,0.2,5.7365,5.96,13.750000000000002
Standard Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,104.23,7,0.0,28.1421,14.89,26.999999999999996
Standard Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage,70.26,3,0.0,18.9702,23.42,26.999999999999996
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,9.26,2,0.0,3.0558,4.63,33.0
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Storage,105.98,2,0.0,4.2392,52.99,4.0
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,1.24,1,0.0,0.5828,1.24,47.0
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Labels,20.7,2,0.0,9.936,10.35,48.00000000000001
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Paper,28.9,5,0.0,14.161,5.779999999999999,49.0
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Envelopes,27.18,1,0.0,12.7746,27.18,47.0
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,465.18,3,0.0,120.9468,155.06,26.0
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,36.63,3,0.0,9.8901,12.21,27.0
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Storage,51.45,3,0.0,13.8915,17.150000000000002,27.0
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,7.83,3,0.0,3.6018,2.61,46.0
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,35.4,5,0.0,13.452,7.08,38.0
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Paper,29.9,5,0.0,13.455,5.9799999999999995,45.0
Standard Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Envelopes,17.48,2,0.0,8.2156,8.74,47.0
Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,79.14,3,0.0,36.4044,26.38,46.0
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,8.4,5,0.0,4.2,1.6800000000000002,50.0
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,498.26,7,0.0,134.5302,71.17999999999999,27.0
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Bookcases,212.94,3,0.0,57.4938,70.98,27.0
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,706.86,7,0.0,197.9208,100.98,28.000000000000004
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Phones,114.95,5,0.0,2.299,22.990000000000002,2.0
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,43.19,7,0.0,20.7312,6.17,48.00000000000001
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,166.44,3,0.0,79.8912,55.48,48.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,36.56,5,0.2,12.796,7.312,35.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,186.144,6,0.2,60.4968,31.024,32.5
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,353.568,2,0.2,-44.196,176.784,-12.5
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,81.98,2,0.0,40.1702,40.99,49.0
Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,14.624,2,0.2,5.1184,7.312,35.0
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,697.16,5,0.2,8.7145,139.432,1.25
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Furnishings,30.93,1,0.0,12.6813,30.93,41.0
Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,27.496,7,0.2,9.2799,3.928,33.75
Standard Class,Corporate,United States,Texarkana,Arkansas,71854,South,Furniture,Chairs,605.34,6,0.0,145.2816,100.89,24.0
First Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,210.008,1,0.2,2.6251,210.008,1.25
First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Appliances,54.96,3,0.0,15.9384,18.32,28.999999999999996
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,164.22,3,0.0,50.9082,54.74,31.0
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Bookcases,362.94,3,0.0,36.294,120.98,10.0
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Technology,Accessories,59.98,2,0.0,26.3912,29.99,44.00000000000001
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,332.94,3,0.0,6.6588,110.98,2.0
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,39.872,2,0.2,12.9584,19.936,32.49999999999999
Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,13.68,2,0.0,3.6936,6.84,27.0
Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,3.318,3,0.8,-5.6406,1.106,-170.0
First Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,10.44,1,0.0,4.8024,10.44,46.0
Second Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,136.464,2,0.2,15.3522,68.232,11.25
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,333.576,3,0.2,33.3576,111.19200000000001,10.0
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,12.544,2,0.2,4.704,6.272,37.49999999999999
Standard Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Appliances,20.768,8,0.8,-52.9584,2.596,-254.99999999999997
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,43.5,3,0.0,10.875,14.5,25.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,12.576,4,0.2,4.0872,3.144,32.5
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Accessories,249.95,5,0.0,19.996,49.989999999999995,8.0
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,49.12,4,0.0,23.0864,12.28,47.0
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Appliances,182.91,3,0.0,53.0439,60.97,29.000000000000004
Second Class,Home Office,United States,Des Moines,Washington,98198,West,Office Supplies,Binders,107.648,2,0.2,33.64,53.824,31.25
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Chairs,99.372,2,0.3,-7.098,49.686,-7.142857142857142
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Furnishings,33.568,2,0.2,-5.4548,16.784,-16.25
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,10.56,2,0.0,4.752,5.28,44.99999999999999
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Paper,38.88,6,0.0,18.6624,6.48,48.00000000000001
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,35.2,5,0.0,16.544,7.040000000000001,47.0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,45.528,3,0.2,15.9348,15.176,35.0
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,196.776,3,0.2,14.7582,65.592,7.5
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,2.92,2,0.8,-4.818,1.46,-165.0
First Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Tables,200.795,1,0.3,-22.948,200.795,-11.428571428571429
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Accessories,46.688,4,0.2,-2.918,11.672,-6.25
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,21.864,3,0.2,3.5529,7.288,16.25
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,11.76,2,0.0,5.7624,5.88,49.00000000000001
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,167.94,3,0.0,82.2906,55.98,49.0
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,3.89,1,0.0,1.0114,3.89,26.0
Standard Class,Home Office,United States,Yonkers,New York,10701,East,Technology,Machines,52.44,4,0.0,24.1224,13.11,46.0
Same Day,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,32.36,4,0.0,11.6496,8.09,36.0
Same Day,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Appliances,406.6,5,0.0,113.848,81.32000000000001,27.999999999999996
Same Day,Corporate,United States,Los Angeles,California,90008,West,Furniture,Furnishings,27.92,4,0.0,8.0968,6.98,28.999999999999996
Same Day,Corporate,United States,Los Angeles,California,90008,West,Furniture,Tables,399.672,7,0.2,-14.9877,57.096000000000004,-3.75
First Class,Home Office,United States,Miami,Florida,33142,South,Office Supplies,Binders,3.744,4,0.7,-2.6208,0.936,-70.0
Second Class,Consumer,United States,Burlington,Vermont,5408,East,Furniture,Chairs,715.2,3,0.0,178.8,238.4,25.0
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,159.8,4,0.0,70.312,39.95,43.99999999999999
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,44.75,5,0.0,8.5025,8.95,19.0
Standard Class,Home Office,United States,Odessa,Texas,79762,Central,Furniture,Chairs,340.116,6,0.3,-9.7176,56.686,-2.857142857142857
Standard Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Paper,105.52,4,0.0,48.5392,26.38,46.0
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,13.48,1,0.0,1.8872,13.48,13.999999999999998
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,85.52,2,0.0,22.2352,42.76,26.0
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Furniture,Furnishings,6.16,2,0.0,2.9568,3.08,48.0
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,36.84,3,0.0,17.3148,12.280000000000001,47.0
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,15.84,3,0.0,0.0,5.28,0.0
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Labels,44.4,3,0.0,22.2,14.799999999999999,50.0
