Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Per Quantity,Discount Amount,Performance,Loss Order
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,63.92,2,0.2,19.176,30.0,31.96,12.784,Low Profit,False
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.56,2,0.0,1.9024,29.000000000000004,3.28,0.0,Low Profit,False
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,7.83,3,0.0,3.6018,46.0,2.61,0.0,Low Profit,False
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,41.9,2,0.0,8.799,21.0,20.95,0.0,Low Profit,False
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,664.146,6,0.1,88.5528,13.333333333333336,110.69099999999999,66.4146,Low Profit,False
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.96,2,0.0,4.3904,48.99999999999999,4.48,0.0,Low Profit,False
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,3.312,1,0.2,0.6624,20.0,3.312,0.6624,Low Profit,False
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,20.136,3,0.2,1.2585,6.25,6.712,4.0272,Low Profit,False
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782,32.5,2.952,1.7712,Low Profit,False
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,859.2,4,0.4,-186.16,-21.666666666666664,214.8,343.68000000000006,Loss,True
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,61.96,2,0.0,27.882,45.0,30.98,0.0,Low Profit,False
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,17.92,4,0.0,8.6016,47.99999999999999,4.48,0.0,Low Profit,False
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,145.9,5,0.0,62.737,43.0,29.18,0.0,Low Profit,False
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,56.704,2,0.2,19.1376,33.75,28.352,11.340800000000002,Low Profit,False
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475,31.250000000000007,5.56,2.2239999999999998,Low Profit,False
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,32.896,4,0.2,11.1024,33.75,8.224,6.5792,Low Profit,False
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,22.776,3,0.2,7.6869,33.75,7.592,4.5552,Low Profit,False
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,239.97,3,0.0,2.3997,1.0,79.99,0.0,Low Profit,False
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,160.32,2,0.0,44.8896,28.000000000000004,80.16,0.0,Low Profit,False
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,128.85,3,0.0,3.8655,3.0000000000000004,42.949999999999996,0.0,Low Profit,False
Second Class,Corporate,United States,Huntsville,Alabama,35810,South,Technology,Accessories,1319.96,4,0.0,527.984,40.0,329.99,0.0,High Profit,False
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,239.96,10,0.3,-10.284,-4.285714285714286,23.996000000000002,71.988,Loss,True
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,54.768,2,0.2,6.846,12.5,27.384,10.953600000000002,Low Profit,False
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,13.392,3,0.2,3.1806,23.75,4.4639999999999995,2.6784,Low Profit,False
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,23.92,5,0.2,8.671,36.24999999999999,4.784000000000001,4.784000000000001,Low Profit,False
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,255.968,4,0.2,-28.7964,-11.25,63.992,51.1936,Loss,True
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Binders,21.552,6,0.2,7.0044,32.5,3.592,4.3104000000000005,Low Profit,False
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Appliances,58.24,4,0.0,15.7248,27.0,14.56,0.0,Low Profit,False
First Class,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,80.28,12,0.0,36.9288,46.0,6.69,0.0,Low Profit,False
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,9.78,2,0.0,4.0098,41.0,4.89,0.0,Low Profit,False
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Office Supplies,Fasteners,1.81,1,0.0,0.6516,36.0,1.81,0.0,Low Profit,False
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,37.94,2,0.0,18.2112,48.00000000000001,18.97,0.0,Low Profit,False
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,79.96,5,0.2,27.986,35.0,15.991999999999999,15.991999999999999,Low Profit,False
Standard Class,Corporate,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Paper,115.296,3,0.2,40.3536,35.0,38.432,23.059200000000004,Low Profit,False
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,2479.96,4,0.0,743.988,30.000000000000004,619.99,0.0,High Profit,False
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,179.94,6,0.0,75.5748,42.0,29.99,0.0,Low Profit,False
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,26.85,3,0.0,5.1015,18.999999999999996,8.950000000000001,0.0,Low Profit,False
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,323.37,3,0.0,129.348,40.0,107.79,0.0,High Profit,False
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,59.94,3,0.0,28.1718,47.0,19.98,0.0,Low Profit,False
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,64.14,3,0.0,30.7872,48.0,21.38,0.0,Low Profit,False
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,11.67,3,0.0,5.6016,48.00000000000001,3.89,0.0,Low Profit,False
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,6.48,0.0,Low Profit,False
Standard Class,Consumer,United States,Norfolk,Nebraska,68701,Central,Office Supplies,Binders,17.43,3,0.0,8.0178,46.0,5.81,0.0,Low Profit,False
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,181.986,2,0.3,-54.5958,-30.0,90.993,54.5958,Loss,True
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.592,2,0.8,-2.6268,-164.99999999999997,0.796,1.2736,Loss,True
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,22.344,3,0.2,2.5137,11.25,7.448,4.468800000000001,Low Profit,False
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Tables,455.97,6,0.5,-218.8656,-48.0,75.995,227.985,Loss,True
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,10.44,6,0.7,-7.656,-73.33333333333334,1.74,7.307999999999999,Loss,True
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,5.214,2,0.7,-4.1712,-80.0,2.607,3.6498,Loss,True
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,67.4,5,0.0,17.524,26.0,13.48,0.0,Low Profit,False
First Class,Consumer,United States,Draper,Utah,84020,West,Furniture,Furnishings,25.16,2,0.0,10.5672,42.0,12.58,0.0,Low Profit,False
First Class,Consumer,United States,Draper,Utah,84020,West,Technology,Phones,126.56,4,0.2,47.46,37.5,31.64,25.312,Low Profit,False
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,43.68,3,0.0,11.7936,27.0,14.56,0.0,Low Profit,False
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,139.93,7,0.0,34.9825,25.0,19.990000000000002,0.0,Low Profit,False
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,2.672,1,0.2,0.334,12.5,2.672,0.5344000000000001,Low Profit,False
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123,-18.750000000000004,2.776,3.3312,Loss,True
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Accessories,79.512,3,0.2,20.8719,26.25,26.504,15.9024,Low Profit,False
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,35.0,5.183999999999999,7.2576,Low Profit,False
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987,-19.11764705882353,67.9932,21.757824,Loss,True
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,10.16,2,0.0,3.4544,34.0,5.08,0.0,Low Profit,False
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Furniture,Furnishings,6.16,2,0.0,1.9712,32.0,3.08,0.0,Low Profit,False
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,56.3,2,0.0,15.764,28.000000000000004,28.15,0.0,Low Profit,False
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,6.48,1,0.0,3.1104,47.99999999999999,6.48,0.0,Low Profit,False
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Storage,1325.85,5,0.0,238.653,18.0,265.16999999999996,0.0,High Profit,False
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Labels,14.94,3,0.0,6.8724,46.0,4.9799999999999995,0.0,Low Profit,False
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,34.54,1,0.0,17.27,50.0,34.54,0.0,Low Profit,False
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Technology,Copiers,2999.95,5,0.0,1439.976,48.00000000000001,599.99,0.0,High Profit,False
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,64.12,4,0.0,30.7776,48.0,16.03,0.0,Low Profit,False
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,2.1888,11.25,4.864,3.8912,Low Profit,False
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,209.986,2,0.3,8.9994,4.285714285714286,104.993,62.995799999999996,Low Profit,False
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,29.76,5,0.2,1.86,6.25,5.952,5.952000000000001,Low Profit,False
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,89.768,1,0.3,-2.5648,-2.857142857142857,89.768,26.9304,Loss,True
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Copiers,959.984,2,0.2,335.9944,35.0,479.992,191.9968,High Profit,False
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,36.25,5.184,3.1104000000000003,Low Profit,False
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,34.36,1,0.2,-7.3015,-21.25,34.36,6.872,Loss,True
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,98.376,3,0.2,35.6613,36.24999999999999,32.792,19.675200000000004,Low Profit,False
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,29.94,4,0.7,-23.952,-80.0,7.485,20.958,Loss,True
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,17.472,3,0.2,5.6784,32.49999999999999,5.824000000000001,3.4944000000000006,Low Profit,False
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,36.738,1,0.4,-9.1845,-25.0,36.738,14.6952,Loss,True
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,179.94,2,0.4,-44.985,-25.0,89.97,71.976,Loss,True
Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,383.64,6,0.0,122.7648,32.0,63.94,0.0,High Profit,False
Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,56.52,3,0.0,15.8256,27.999999999999996,18.84,0.0,Low Profit,False
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,6.56,2,0.0,1.9024,29.000000000000004,3.28,0.0,Low Profit,False
Second Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,243.92,5,0.2,-15.245,-6.25,48.784,48.784,Loss,True
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,47.52,9,0.0,22.8096,48.0,5.28,0.0,Low Profit,False
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,19.98,1,0.0,8.5914,43.0,19.98,0.0,Low Profit,False
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Art,8.0,5,0.0,3.44,43.0,1.6,0.0,Low Profit,False
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,6.16,2,0.0,1.9712,32.0,3.08,0.0,Low Profit,False
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,83.56,4,0.0,1.6712,2.0,20.89,0.0,Low Profit,False
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,546.06,3,0.0,163.818,30.000000000000004,182.01999999999998,0.0,High Profit,False
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,269.49,3,0.0,5.3898,2.0,89.83,0.0,Low Profit,False
First Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Fasteners,10.9,5,0.0,3.597,32.99999999999999,2.18,0.0,Low Profit,False
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Binders,6.096,2,0.2,2.2098,36.25,3.048,1.2192,Low Profit,False
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,34.05,3,0.0,9.534,28.000000000000004,11.35,0.0,Low Profit,False
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,352.38,2,0.0,81.0474,23.0,176.19,0.0,Low Profit,False
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,245.98,2,0.0,27.0578,11.0,122.99,0.0,Low Profit,False
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,18.94,1,0.0,9.47,50.0,18.94,0.0,Low Profit,False
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,59.913,7,0.7,-45.9333,-76.66666666666667,8.559,41.939099999999996,Loss,True
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,391.98,2,0.0,109.7544,27.999999999999996,195.99,0.0,High Profit,False
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,437.85,3,0.0,131.355,29.999999999999993,145.95000000000002,0.0,High Profit,False
Standard Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,68.62,2,0.0,32.2514,46.99999999999999,34.31,0.0,Low Profit,False
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Supplies,25.02,3,0.0,6.5052,26.0,8.34,0.0,Low Profit,False
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,10.71,3,0.0,2.7846,26.0,3.5700000000000003,0.0,Low Profit,False
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,55.984,2,0.2,4.1988,7.5,27.992,11.196800000000001,Low Profit,False
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,14.48,5,0.2,4.887,33.75,2.896,2.8960000000000004,Low Profit,False
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,142.488,3,0.2,-3.5622,-2.5,47.496,28.497600000000002,Loss,True
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,14.16,1,0.2,1.062,7.5,14.16,2.8320000000000003,Low Profit,False
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,79.92,5,0.2,27.972,35.0,15.984,15.984000000000002,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,590.352,6,0.2,206.6232,35.0,98.392,118.0704,High Profit,False
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Furnishings,17.088,2,0.2,1.068,6.25,8.544,3.4176,Low Profit,False
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,98.392,1,0.2,-11.0691,-11.250000000000002,98.392,19.6784,Loss,True
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,11.05,5,0.0,2.9835,26.999999999999996,2.21,0.0,Low Profit,False
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,7.78,2,0.0,2.0228,26.0,3.89,0.0,Low Profit,False
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,659.9,2,0.0,217.767,33.0,329.95,0.0,High Profit,False
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,53.04,3,0.2,-4.641,-8.75,17.68,10.608,Loss,True
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,843.9,2,0.0,371.316,44.0,421.95,0.0,High Profit,False
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,1496.16,9,0.0,224.424,15.0,166.24,0.0,High Profit,False
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,117.96,2,0.0,5.898,5.0,58.98,0.0,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,21.3,5,0.0,8.733,41.0,4.26,0.0,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,1040.8,5,0.0,281.016,27.0,208.16,0.0,High Profit,False
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,29.34,6,0.0,7.9218,27.0,4.89,0.0,Low Profit,False
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,19.52,2,0.2,5.368,27.500000000000004,9.76,3.904,Low Profit,False
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,443.92,4,0.0,8.8784,1.9999999999999998,110.98,0.0,Low Profit,False
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Technology,Accessories,499.95,5,0.0,174.9825,35.0,99.99,0.0,High Profit,False
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Art,3.04,1,0.0,1.0336,34.0,3.04,0.0,Low Profit,False
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Chairs,201.96,2,0.0,50.49,25.0,100.98,0.0,Low Profit,False
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Furnishings,68.64,11,0.0,17.16,25.0,6.24,0.0,Low Profit,False
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,100.0,4,0.0,21.0,21.0,25.0,0.0,Low Profit,False
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,359.98,2,0.0,21.5988,6.0,179.99,0.0,Low Profit,False
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,6.16,2,0.0,2.9568,48.0,3.08,0.0,Low Profit,False
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,2348.82,9,0.0,399.2994,17.0,260.98,0.0,High Profit,False
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Labels,13.872,6,0.2,4.6818,33.75,2.312,2.7744,Low Profit,False
Standard Class,Corporate,United States,Miami,Florida,33180,South,Furniture,Chairs,273.552,3,0.2,-13.6776,-5.0,91.18400000000001,54.71040000000001,Loss,True
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,815.292,9,0.4,-339.705,-41.666666666666664,90.58800000000001,326.1168,Loss,True
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Accessories,234.45,3,0.0,103.158,44.0,78.14999999999999,0.0,High Profit,False
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,1256.22,6,0.0,75.3732,6.0,209.37,0.0,Low Profit,False
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,17.46,2,0.0,8.2062,47.0,8.73,0.0,Low Profit,False
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.528,7,0.2,3.6848,35.0,1.504,2.1056000000000004,Low Profit,False
First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Binders,152.8,5,0.0,76.4,50.0,30.560000000000002,0.0,Low Profit,False
Standard Class,Home Office,United States,La Mesa,California,91941,West,Office Supplies,Binders,82.56,5,0.2,28.896,35.0,16.512,16.512,Low Profit,False
Standard Class,Home Office,United States,La Mesa,California,91941,West,Technology,Accessories,284.97,3,0.0,85.491,30.0,94.99000000000001,0.0,Low Profit,False
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Furnishings,60.84,3,0.0,23.1192,37.99999999999999,20.28,0.0,Low Profit,False
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,1325.76,6,0.2,149.148,11.25,220.96,265.152,High Profit,False
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,572.16,3,0.2,35.76,6.25,190.72,114.432,Low Profit,False
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,28.8,9,0.2,10.08,35.0,3.2,5.760000000000001,Low Profit,False
First Class,Home Office,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,11.12,4,0.0,2.8912,26.0,2.78,0.0,Low Profit,False
Second Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,7.04,4,0.0,3.0976,44.0,1.76,0.0,Low Profit,False
Second Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,17.94,3,0.0,8.7906,48.99999999999999,5.98,0.0,Low Profit,False
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,34.76,5,0.2,11.297,32.5,6.952,6.952,Low Profit,False
Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Furniture,Furnishings,74.45,5,0.0,20.1015,27.0,14.89,0.0,Low Profit,False
Standard Class,Corporate,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,192.22,14,0.0,69.1992,36.00000000000001,13.73,0.0,Low Profit,False
Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,19.44,3,0.0,9.3312,48.00000000000001,6.48,0.0,Low Profit,False
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Paper,32.4,5,0.0,15.552,48.0,6.4799999999999995,0.0,Low Profit,False
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Envelopes,57.9,5,0.0,28.95,50.0,11.58,0.0,Low Profit,False
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Storage,10.56,2,0.0,0.0,0.0,5.28,0.0,Low Profit,False
Second Class,Corporate,United States,Apple Valley,California,92307,West,Furniture,Bookcases,1194.165,5,0.15,210.735,17.647058823529413,238.833,179.12474999999998,High Profit,False
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,40.99,1,0.0,20.0851,49.0,40.99,0.0,Low Profit,False
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Art,2.94,1,0.0,0.7938,26.999999999999996,2.94,0.0,Low Profit,False
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Binders,45.24,4,0.7,-30.16,-66.66666666666666,11.31,31.668,Loss,True
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,18.688,4,0.2,2.336,12.5,4.672,3.7376,Low Profit,False
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Paper,11.648,2,0.2,3.7856,32.5,5.824,2.3296,Low Profit,False
First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Accessories,112.776,3,0.2,-8.4582,-7.5,37.592,22.5552,Loss,True
First Class,Home Office,United States,Salem,Oregon,97301,West,Furniture,Tables,377.45,5,0.5,-264.215,-70.0,75.49,188.725,Loss,True
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Labels,15.936,4,0.2,5.1792,32.5,3.984,3.1872000000000003,Low Profit,False
First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Phones,28.68,3,0.2,-7.17,-25.0,9.56,5.736000000000001,Loss,True
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,21.44,2,0.2,7.504,35.0,10.72,4.288,Low Profit,False
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,511.056,9,0.2,-95.823,-18.75,56.784,102.2112,Loss,True
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,18.656,2,0.2,1.3992,7.500000000000001,9.328,3.7312,Low Profit,False
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Binders,11.088,7,0.7,-8.1312,-73.33333333333334,1.5839999999999999,7.761599999999999,Loss,True
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,66.688,1,0.2,4.168,6.25,66.688,13.337600000000002,Low Profit,False
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,99.488,2,0.2,8.7052,8.75,49.744,19.8976,Low Profit,False
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,14.62,2,0.0,6.8714,47.0,7.31,0.0,Low Profit,False
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,53.984,14,0.2,17.5448,32.49999999999999,3.8560000000000003,10.796800000000001,Low Profit,False
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,389.97,3,0.0,132.5898,34.0,129.99,0.0,High Profit,False
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,355.36,4,0.0,92.3936,26.0,88.84,0.0,Low Profit,False
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,140.376,3,0.2,8.7735,6.25,46.792,28.075200000000002,Low Profit,False
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,15.84,2,0.2,5.544,35.0,7.92,3.168,Low Profit,False
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,8.448,2,0.2,2.64,31.25,4.224,1.6896000000000002,Low Profit,False
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,6.48,0.0,Low Profit,False
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,57.408,6,0.2,5.7408,10.0,9.568,11.4816,Low Profit,False
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,27.6,4,0.0,2.208,8.0,6.9,0.0,Low Profit,False
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,38.976,3,0.6,-50.6688,-130.0,12.991999999999999,23.3856,Loss,True
