age,income,experience_years,education,city,job_type,credit_score,monthly_spending,loan_amount,loan_approved
35,46016.0,17,High School,Peshawar,Private,683.0,2462.0,1310133.0,0
22,20000.0,0,High School,Rawalpindi,Private,710.0,679.0,1346020.0,0
64,55211.0,41,,Peshawar,Freelance,652.0,1569.0,432096.0,1
42,45754.0,16,Master,Lahore,Private,718.0,1215.0,2633632.0,0
19,20000.0,1,,Rawalpindi,Private,701.0,862.0,1452598.0,0
27,71268.0,6,Bachelor,Islamabad,Freelance,,2933.0,1963888.0,0
47,69556.0,26,PhD,Karachi,Private,716.0,2941.0,867634.0,1
62,90131.0,36,Master,Lahore,Business,740.0,2142.0,2192353.0,1
22,40342.0,0,Bachelor,Lahore,Freelance,692.0,2042.0,1114253.0,0
50,29819.0,28,Bachelor,Lahore,Private,761.0,1008.0,1672462.0,1
18,56052.0,0,,Rawalpindi,Business,595.0,1753.0,2590043.0,0
35,63056.0,17,Master,Islamabad,Private,713.0,2285.0,2511683.0,0
49,85270.0,31,Bachelor,Peshawar,Private,598.0,2885.0,1780173.0,1
64,96032.0,38,Bachelor,Islamabad,Private,602.0,4765.0,208682.0,1
28,91719.0,8,High School,Rawalpindi,Private,636.0,4752.0,4493530.0,0
38,71084.0,17,Bachelor,Lahore,Government,614.0,2200.0,3371273.0,1
43,82589.0,25,Bachelor,Karachi,Private,642.0,4099.0,2450407.0,1
42,50909.0,16,High School,Lahore,Private,665.0,2387.0,1122117.0,1
39,68705.0,14,High School,Peshawar,Private,739.0,3563.0,1697767.0,1
44,38792.0,25,Bachelor,Karachi,Freelance,658.0,1126.0,1310922.0,0
30,66379.0,5,,Lahore,Freelance,569.0,2659.0,2937470.0,0
50,66950.0,26,Bachelor,Karachi,Private,760.0,2007.0,2036253.0,1
51,102887.0,28,Bachelor,Islamabad,Private,621.0,4970.0,1094253.0,1
58,,40,Bachelor,Rawalpindi,Private,676.0,1260.0,1376320.0,1
52,66981.0,28,High School,Lahore,Private,711.0,2657.0,2809069.0,0
18,70213.0,0,Master,Peshawar,Freelance,694.0,2257.0,3240088.0,0
38,54994.0,14,Master,Islamabad,Freelance,757.0,1737.0,3175498.0,1
23,47345.0,0,Master,Lahore,Private,714.0,2004.0,2481329.0,1
45,93574.0,27,Bachelor,Islamabad,Private,620.0,4605.0,1572638.0,0
34,43420.0,15,Bachelor,Peshawar,Private,832.0,1786.0,100000.0,1
22,35786.0,0,High School,Lahore,Government,694.0,1763.0,2067444.0,0
48,79966.0,22,Bachelor,Peshawar,Private,,2371.0,1798354.0,1
22,90472.0,0,High School,Karachi,Business,,3452.0,1925984.0,0
55,55069.0,32,PhD,,Freelance,697.0,1974.0,1848508.0,1
20,55407.0,0,High School,Karachi,Private,708.0,1176.0,606364.0,1
40,71216.0,19,High School,Lahore,Government,850.0,2805.0,2301668.0,1
54,49427.0,32,Master,Karachi,Business,661.0,2120.0,2368995.0,0
54,47802.0,34,PhD,Lahore,Government,658.0,1939.0,2414105.0,1
27,84351.0,9,Master,Lahore,Private,688.0,3828.0,2651919.0,0
27,78357.0,9,High School,Rawalpindi,Private,755.0,3125.0,2343646.0,1
36,93845.0,12,High School,Lahore,Freelance,,2164.0,1430974.0,1
34,37443.0,16,Bachelor,Karachi,Government,542.0,925.0,1736247.0,0
38,53946.0,20,High School,Rawalpindi,Freelance,,2196.0,1882012.0,0
31,71186.0,11,High School,Rawalpindi,Business,566.0,2136.0,1896930.0,1
26,44636.0,0,Bachelor,Lahore,Business,650.0,1048.0,2698396.0,1
63,79117.0,42,PhD,Peshawar,Business,715.0,2781.0,2379302.0,1
18,91942.0,0,Bachelor,Peshawar,Private,618.0,3614.0,3669609.0,0
62,52166.0,43,Master,Rawalpindi,Government,580.0,1658.0,3785822.0,0
30,65849.0,12,Master,Lahore,Freelance,685.0,2953.0,1871685.0,1
21,,1,Bachelor,Peshawar,Freelance,740.0,4103.0,100000.0,1
18,104584.0,0,Master,Lahore,Government,561.0,3339.0,2913149.0,0
57,81408.0,37,Bachelor,Lahore,Private,737.0,3744.0,1313661.0,1
49,78055.0,24,High School,Rawalpindi,Freelance,737.0,3314.0,1078664.0,1
51,46218.0,24,Master,Rawalpindi,Freelance,747.0,1945.0,1441399.0,0
45,72903.0,27,High School,Islamabad,Private,765.0,2864.0,1398021.0,1
48,77250.0,29,PhD,Peshawar,Government,834.0,1639.0,2351043.0,1
25,60372.0,1,High School,Peshawar,Private,655.0,2659.0,396508.0,1
56,51915.0,35,Bachelor,Peshawar,Private,688.0,1732.0,830051.0,1
43,36811.0,18,Bachelor,Karachi,Private,651.0,1924.0,2108843.0,1
51,26770.0,31,High School,Lahore,Private,680.0,1288.0,2360650.0,1
20,22147.0,0,High School,Rawalpindi,Government,787.0,895.0,2377387.0,0
29,77748.0,3,Bachelor,Peshawar,Government,586.0,2273.0,1091667.0,1
18,68249.0,0,Master,Islamabad,Freelance,620.0,1885.0,919561.0,1
61,54356.0,43,Master,Peshawar,Freelance,776.0,1749.0,1344029.0,1
22,57708.0,0,Bachelor,Lahore,Private,751.0,2119.0,2015885.0,0
47,69630.0,27,Master,Lahore,Private,655.0,2138.0,3136930.0,1
47,61380.0,25,Master,,Business,740.0,2332.0,100000.0,1
34,35508.0,16,Master,Karachi,Private,704.0,935.0,1601344.0,1
64,,42,Bachelor,Rawalpindi,Business,785.0,4546.0,600589.0,1
40,71691.0,17,Bachelor,Peshawar,Freelance,685.0,1751.0,312982.0,1
32,70850.0,7,Master,Islamabad,Government,752.0,3677.0,2670261.0,1
54,83426.0,34,Bachelor,Rawalpindi,Business,850.0,4279.0,2290162.0,1
38,47100.0,18,Master,Karachi,Private,722.0,1806.0,2204490.0,1
31,91702.0,4,Bachelor,Rawalpindi,Private,683.0,4126.0,2628923.0,1
19,61919.0,0,High School,Lahore,Government,731.0,2190.0,1368253.0,1
28,84549.0,7,High School,Peshawar,Private,654.0,3537.0,1410626.0,0
56,81158.0,35,Bachelor,Peshawar,Business,847.0,2612.0,3767158.0,1
55,42146.0,31,,Peshawar,Private,693.0,1301.0,1578086.0,0
51,76064.0,32,Master,Peshawar,Government,661.0,3051.0,2461619.0,1
55,72178.0,30,High School,Peshawar,Government,622.0,2702.0,1805743.0,1
51,65667.0,28,Master,Peshawar,Freelance,757.0,2637.0,136567.0,0
35,62924.0,15,Master,,Private,741.0,1912.0,100000.0,1
47,63110.0,21,High School,Karachi,Private,645.0,2087.0,1278914.0,0
32,82879.0,10,Master,Peshawar,Freelance,720.0,1958.0,2750491.0,0
44,77714.0,19,PhD,Karachi,Private,574.0,1754.0,2509462.0,0
51,65671.0,27,Master,Peshawar,Freelance,693.0,1923.0,2622669.0,1
55,32177.0,30,Master,Rawalpindi,Government,712.0,750.0,911658.0,1
50,75878.0,26,PhD,Peshawar,Freelance,800.0,1843.0,3254285.0,1
41,80919.0,21,Bachelor,Lahore,Freelance,626.0,3879.0,931596.0,1
32,115609.0,13,Bachelor,Islamabad,Private,591.0,2558.0,1991542.0,0
47,88660.0,23,Master,Rawalpindi,Government,617.0,3794.0,1790683.0,1
59,23218.0,39,Bachelor,Rawalpindi,Business,586.0,695.0,1643514.0,0
34,66725.0,14,Bachelor,Lahore,Private,774.0,3329.0,3004733.0,1
22,104850.0,3,Bachelor,Peshawar,Business,788.0,3879.0,1165401.0,1
46,78718.0,25,Master,Islamabad,Government,702.0,2442.0,585355.0,0
21,72230.0,0,High School,Rawalpindi,Private,765.0,2751.0,1817996.0,0
27,84805.0,9,Master,Islamabad,Private,689.0,2847.0,1440156.0,1
34,51308.0,16,Bachelor,Rawalpindi,Business,673.0,2034.0,4839645.0,0
27,75518.0,5,High School,Peshawar,Private,657.0,1862.0,2408857.0,1
34,59490.0,12,Bachelor,Rawalpindi,Business,658.0,3216.0,1431593.0,1
37,64568.0,19,High School,Rawalpindi,Business,572.0,2261.0,849500.0,0
41,83226.0,18,Master,Karachi,Private,698.0,2700.0,107740.0,0
22,44612.0,4,Master,Peshawar,Private,677.0,1986.0,877303.0,1
51,93336.0,29,Master,Lahore,Freelance,732.0,3077.0,1903448.0,1
23,55698.0,0,High School,Lahore,Private,687.0,2707.0,3084596.0,0
19,70735.0,0,High School,Peshawar,Freelance,669.0,2545.0,2809520.0,0
30,34189.0,7,Master,Lahore,Private,619.0,1532.0,2006185.0,1
60,80836.0,35,Master,Peshawar,Government,685.0,1974.0,1509149.0,1
60,96823.0,42,Bachelor,Lahore,Freelance,732.0,4748.0,2041931.0,1
28,53678.0,9,Bachelor,Karachi,Private,600.0,2435.0,1333226.0,1
64,40575.0,38,Bachelor,Lahore,Private,686.0,1132.0,3346528.0,1
40,71116.0,20,Master,Rawalpindi,Private,696.0,1826.0,1629729.0,0
33,97006.0,10,Bachelor,Peshawar,Private,630.0,3044.0,1722296.0,0
48,,26,Bachelor,Islamabad,Government,,1767.0,100000.0,1
28,40661.0,9,Bachelor,Islamabad,Freelance,696.0,1195.0,1624109.0,1
33,55008.0,9,Master,Peshawar,Private,601.0,1982.0,2552836.0,1
25,46952.0,4,High School,Karachi,Government,704.0,1025.0,839050.0,0
21,47022.0,3,Bachelor,Lahore,Freelance,617.0,1602.0,1124352.0,0
57,20000.0,36,Bachelor,Karachi,Private,754.0,798.0,2513440.0,1
21,77959.0,0,High School,Islamabad,Private,844.0,4101.0,471008.0,1
42,72452.0,18,High School,Peshawar,Business,620.0,2757.0,2752021.0,1
20,27625.0,0,Master,Peshawar,Freelance,717.0,1330.0,1321070.0,0
49,97058.0,25,Master,Karachi,Government,629.0,3792.0,1450289.0,0
20,101984.0,0,Master,Karachi,Government,753.0,2263.0,788509.0,0
44,48480.0,21,Master,Lahore,Private,591.0,1519.0,2140242.0,1
46,90664.0,21,Bachelor,Rawalpindi,Government,714.0,3628.0,4013885.0,1
49,52394.0,28,Master,Rawalpindi,Government,619.0,2752.0,2503348.0,1
36,68985.0,11,Bachelor,Lahore,Government,666.0,3413.0,1022143.0,1
38,46613.0,19,Master,Rawalpindi,Private,608.0,1326.0,2822059.0,1
22,113714.0,0,PhD,Islamabad,Private,738.0,3203.0,1514988.0,1
35,58488.0,9,Bachelor,Rawalpindi,Private,621.0,1611.0,3037036.0,1
45,67782.0,19,Bachelor,Lahore,Business,719.0,3496.0,2526009.0,1
59,49865.0,34,Bachelor,Rawalpindi,Private,656.0,2456.0,100000.0,1
39,105949.0,12,High School,Peshawar,Government,672.0,4944.0,896328.0,0
38,106506.0,11,High School,Karachi,Private,690.0,3613.0,2649947.0,1
23,100880.0,5,,Islamabad,Private,627.0,3798.0,1936492.0,0
18,,0,PhD,Peshawar,Freelance,695.0,3124.0,878620.0,1
22,,0,Bachelor,Peshawar,Government,787.0,1501.0,1229769.0,1
58,83213.0,31,High School,Lahore,Government,626.0,3134.0,100000.0,1
29,64845.0,7,High School,Karachi,Private,762.0,1417.0,1720464.0,1
43,93873.0,17,Master,Karachi,Freelance,785.0,2368.0,3789621.0,1
63,89550.0,41,Bachelor,Islamabad,Private,623.0,4512.0,2524440.0,1
51,50716.0,32,Bachelor,Lahore,Private,578.0,2327.0,3771375.0,1
31,85852.0,4,Bachelor,Islamabad,Government,701.0,2999.0,2594157.0,1
43,80005.0,22,Bachelor,Rawalpindi,Private,642.0,3046.0,2724731.0,0
62,20000.0,36,Bachelor,Peshawar,Private,811.0,663.0,3576671.0,1
44,82621.0,26,Master,Islamabad,Government,682.0,3761.0,2139537.0,1
26,55500.0,8,Bachelor,Peshawar,Freelance,624.0,2607.0,1631495.0,0
43,45507.0,19,Master,Lahore,Freelance,600.0,2106.0,2729392.0,0
64,46448.0,44,Bachelor,Rawalpindi,Private,756.0,2086.0,3108456.0,1
39,62025.0,12,Master,Lahore,Private,,1715.0,1368032.0,1
64,75561.0,45,Master,Rawalpindi,Private,683.0,2425.0,1150588.0,1
47,34960.0,21,High School,Rawalpindi,Business,747.0,1276.0,1924970.0,1
60,69177.0,40,Bachelor,Peshawar,Government,646.0,2204.0,2548349.0,1
34,77689.0,15,Bachelor,Lahore,Freelance,677.0,3574.0,2518282.0,1
43,105960.0,18,Master,Lahore,Private,679.0,3371.0,518249.0,1
53,41313.0,26,Bachelor,Islamabad,Government,728.0,1051.0,3520445.0,1
18,57309.0,0,PhD,Lahore,Private,,1956.0,1222952.0,1
25,70757.0,2,High School,Islamabad,Government,665.0,3785.0,1561442.0,0
52,90243.0,25,Master,Karachi,Business,684.0,2560.0,987611.0,1
32,58307.0,8,Master,Karachi,Business,654.0,2405.0,4228496.0,0
64,91370.0,40,Master,Karachi,Government,577.0,3222.0,2017864.0,1
39,22378.0,16,Bachelor,Lahore,Government,698.0,519.0,1034122.0,1
31,37426.0,10,Bachelor,Lahore,Business,812.0,1388.0,2577531.0,1
43,72670.0,17,Master,Islamabad,Freelance,618.0,3215.0,2492222.0,0
45,33962.0,22,Bachelor,Rawalpindi,Private,626.0,1289.0,1631046.0,1
40,39162.0,19,Bachelor,Islamabad,Government,619.0,1954.0,2556546.0,1
31,53389.0,11,Bachelor,Karachi,Private,731.0,1626.0,1057237.0,0
41,81972.0,20,Bachelor,Islamabad,Government,711.0,1943.0,1356374.0,1
19,23289.0,0,Bachelor,Rawalpindi,Government,669.0,1212.0,100000.0,1
62,68747.0,43,Bachelor,Lahore,Government,616.0,2299.0,608444.0,1
43,87725.0,21,Bachelor,Islamabad,Private,686.0,3513.0,3426868.0,1
31,60711.0,12,Master,Karachi,Private,570.0,2868.0,3277286.0,0
24,56886.0,1,Master,Karachi,Government,690.0,1800.0,1859210.0,0
20,73839.0,0,Master,Lahore,Freelance,741.0,3301.0,3296638.0,1
64,60774.0,41,PhD,Islamabad,Freelance,592.0,1540.0,1655933.0,1
40,95591.0,13,Bachelor,Rawalpindi,Private,573.0,2920.0,1580931.0,1
63,40549.0,37,High School,Lahore,Business,791.0,1040.0,1850860.0,1
60,63864.0,42,High School,Islamabad,Business,637.0,3057.0,1687571.0,1
64,69525.0,41,Bachelor,Peshawar,Private,760.0,1964.0,1606323.0,1
62,56674.0,36,PhD,Karachi,Private,669.0,2536.0,2829058.0,1
35,20000.0,14,Bachelor,Rawalpindi,Freelance,669.0,1046.0,1935122.0,0
55,61460.0,36,Bachelor,Rawalpindi,Freelance,711.0,2362.0,2441234.0,1
52,84804.0,31,Bachelor,Rawalpindi,Business,618.0,3293.0,2728242.0,1
32,82118.0,14,Bachelor,Karachi,Business,689.0,2973.0,2149367.0,1
42,72805.0,22,Master,Islamabad,Government,653.0,2308.0,926756.0,0
54,40847.0,27,High School,Lahore,Government,588.0,1499.0,582421.0,1
45,73697.0,19,PhD,Islamabad,Private,704.0,3016.0,1933903.0,1
27,52384.0,0,Bachelor,Lahore,Private,662.0,2813.0,1645869.0,0
56,72777.0,34,High School,Rawalpindi,Government,669.0,3791.0,1878652.0,1
34,67673.0,11,Master,Islamabad,Government,595.0,3355.0,1785551.0,0
56,43520.0,36,High School,Rawalpindi,Government,,2196.0,4125216.0,1
39,45366.0,17,Master,Peshawar,Freelance,741.0,1653.0,602796.0,0
43,72810.0,18,PhD,Rawalpindi,Private,747.0,3112.0,100000.0,1
61,60136.0,38,Master,,Government,659.0,3047.0,2099139.0,1
42,46514.0,21,Master,Lahore,Private,559.0,1578.0,1461220.0,1
34,44698.0,15,Bachelor,Peshawar,Private,817.0,2364.0,2084461.0,1
30,58316.0,4,PhD,Rawalpindi,Freelance,676.0,2023.0,2325495.0,0
37,99498.0,19,Bachelor,Rawalpindi,Freelance,628.0,4066.0,2955694.0,0
42,53426.0,24,Master,Peshawar,Business,709.0,2377.0,443497.0,1
21,64692.0,0,Master,Peshawar,Private,762.0,3398.0,1298954.0,1
27,67236.0,3,PhD,Islamabad,Government,678.0,1949.0,2185885.0,1
20,40117.0,2,Master,Lahore,Private,770.0,1834.0,2493417.0,1
58,26218.0,32,Bachelor,Peshawar,Private,756.0,1001.0,3774105.0,1
62,42414.0,41,PhD,Peshawar,Business,605.0,1263.0,2660134.0,1
35,70436.0,15,Bachelor,Karachi,Freelance,633.0,3291.0,1748890.0,1
64,66921.0,46,PhD,Peshawar,Business,747.0,2626.0,998608.0,1
53,80453.0,26,Master,Lahore,Private,490.0,3449.0,1292139.0,1
64,67128.0,43,Bachelor,Rawalpindi,Business,670.0,2121.0,1266567.0,1
39,62590.0,13,Bachelor,Rawalpindi,Private,580.0,2308.0,2389710.0,1
51,51712.0,24,Bachelor,Rawalpindi,Business,647.0,2141.0,2031298.0,1
64,84461.0,41,Master,Rawalpindi,Private,659.0,2900.0,608715.0,1
25,44778.0,2,Bachelor,Karachi,Private,655.0,1229.0,1407689.0,1
57,40571.0,39,Bachelor,Peshawar,Government,641.0,2146.0,2589793.0,1
61,77475.0,34,Bachelor,Rawalpindi,Business,,2935.0,2116496.0,1
36,35671.0,17,Master,Islamabad,Private,840.0,1616.0,2311780.0,0
59,118125.0,36,Bachelor,Rawalpindi,Private,811.0,4079.0,2144630.0,1
58,66760.0,39,High School,Peshawar,Business,599.0,2181.0,3263788.0,1
54,72654.0,34,High School,Rawalpindi,Private,791.0,2500.0,2012439.0,1
23,47215.0,2,High School,Karachi,Private,652.0,1628.0,1452579.0,0
43,58064.0,21,Bachelor,Lahore,Private,689.0,2263.0,975820.0,1
51,55611.0,25,High School,Lahore,Private,676.0,2166.0,2024649.0,1
62,53080.0,41,High School,Peshawar,Business,634.0,1985.0,100000.0,0
23,78925.0,0,PhD,Lahore,Freelance,749.0,1999.0,1634140.0,1
54,55109.0,27,Master,Lahore,Government,689.0,2059.0,1614744.0,0
50,87385.0,30,Bachelor,Islamabad,Business,647.0,2313.0,571976.0,1
39,123590.0,14,PhD,Peshawar,Government,589.0,3094.0,964561.0,1
38,58498.0,20,High School,Peshawar,Private,617.0,3037.0,2528692.0,1
23,68351.0,0,Bachelor,Lahore,Private,565.0,2802.0,2007641.0,0
23,73349.0,0,Bachelor,Lahore,Private,681.0,3141.0,1891610.0,0
21,104853.0,0,Bachelor,Lahore,Private,596.0,3589.0,2075713.0,0
47,63182.0,28,Bachelor,Karachi,Business,661.0,3231.0,1883365.0,1
28,46762.0,7,Bachelor,Rawalpindi,Freelance,776.0,1969.0,2918576.0,0
47,37141.0,22,Bachelor,Karachi,Private,764.0,1726.0,1911086.0,1
48,63724.0,24,Master,Peshawar,Government,678.0,2110.0,487608.0,0
41,55136.0,23,High School,Islamabad,Freelance,674.0,2913.0,3267117.0,0
26,,4,High School,Rawalpindi,Business,812.0,5262.0,2133306.0,1
20,103937.0,0,High School,Islamabad,Business,716.0,5124.0,1269672.0,0
48,42244.0,27,Bachelor,Peshawar,Government,657.0,1123.0,671938.0,1
57,49363.0,39,Bachelor,Peshawar,Freelance,580.0,1474.0,2156323.0,1
54,66623.0,28,High School,Islamabad,Government,708.0,2022.0,1694545.0,1
53,95739.0,31,Master,Islamabad,Government,738.0,2859.0,3216732.0,1
41,66254.0,22,Bachelor,Islamabad,Private,636.0,3269.0,1488683.0,1
48,50761.0,23,High School,Peshawar,Private,700.0,1111.0,1046357.0,1
23,63705.0,4,Master,Lahore,Government,655.0,1489.0,2606217.0,1
19,51173.0,0,High School,Islamabad,Private,667.0,1533.0,2632754.0,1
37,78254.0,10,Bachelor,Rawalpindi,Private,506.0,2152.0,1951786.0,0
45,49401.0,27,Master,Peshawar,Freelance,664.0,1411.0,2408721.0,1
28,53770.0,9,Bachelor,Karachi,Private,748.0,2550.0,1766082.0,1
21,90563.0,0,High School,Karachi,Government,636.0,3587.0,2010479.0,0
32,48096.0,5,Bachelor,Rawalpindi,Government,684.0,1011.0,2848492.0,0
23,33185.0,4,High School,Lahore,Business,627.0,1166.0,2362787.0,0
47,67090.0,24,High School,,Government,705.0,2310.0,1647653.0,1
55,57070.0,35,Bachelor,Peshawar,Private,665.0,1406.0,3017126.0,1
19,76251.0,0,Bachelor,Islamabad,Government,614.0,3307.0,100000.0,1
32,71984.0,7,Bachelor,Peshawar,Freelance,773.0,3184.0,3646866.0,0
28,64298.0,8,Master,Karachi,Business,745.0,2885.0,264637.0,1
25,63657.0,0,Bachelor,Islamabad,Private,638.0,2872.0,1235616.0,0
43,48811.0,20,High School,Rawalpindi,Private,715.0,1017.0,1763174.0,1
62,66834.0,44,High School,Lahore,Business,718.0,3518.0,1668167.0,1
61,84388.0,37,Master,Rawalpindi,Private,725.0,4048.0,2705770.0,1
22,43584.0,0,Bachelor,Lahore,Government,561.0,2221.0,847947.0,0
23,64881.0,0,Master,Islamabad,Private,750.0,1386.0,2034690.0,0
43,87845.0,23,Bachelor,Islamabad,Private,640.0,4565.0,1279609.0,0
21,76119.0,0,Bachelor,Lahore,Private,655.0,3640.0,2065627.0,1
36,93808.0,18,Bachelor,Karachi,Private,850.0,4572.0,1741705.0,1
37,52501.0,11,Bachelor,Peshawar,Freelance,701.0,1257.0,1883642.0,0
50,24723.0,27,Bachelor,Rawalpindi,Business,653.0,1124.0,1305068.0,0
37,69414.0,11,Bachelor,Rawalpindi,Private,526.0,3667.0,1340942.0,0
29,72977.0,5,Bachelor,Rawalpindi,Freelance,777.0,3171.0,2058545.0,1
64,95105.0,46,Bachelor,Islamabad,Private,586.0,3790.0,2649344.0,1
18,91139.0,0,Master,Rawalpindi,Government,610.0,4772.0,1261549.0,1
43,76808.0,20,Master,Peshawar,Private,657.0,2734.0,1018109.0,1
31,81839.0,9,Bachelor,Peshawar,Business,779.0,3340.0,2352114.0,0
55,60780.0,29,Bachelor,Lahore,Freelance,,2231.0,1770746.0,1
54,38179.0,35,High School,Islamabad,Freelance,669.0,1983.0,2547448.0,0
28,67590.0,3,Master,Peshawar,Freelance,702.0,1580.0,984783.0,1
53,86617.0,31,Bachelor,Karachi,Government,638.0,3251.0,198505.0,1
30,79440.0,11,PhD,Islamabad,Business,690.0,3474.0,1320296.0,1
60,83344.0,33,Bachelor,Islamabad,Freelance,685.0,3936.0,1110283.0,1
20,55589.0,0,Bachelor,Peshawar,Business,748.0,2238.0,1729090.0,1
50,59158.0,23,Bachelor,Karachi,Government,748.0,3025.0,1226839.0,1
23,75635.0,0,Master,Lahore,Private,715.0,3951.0,2466915.0,0
27,52977.0,6,Bachelor,Peshawar,Government,655.0,1217.0,1540665.0,1
22,53654.0,3,Bachelor,Karachi,Private,732.0,1837.0,1935427.0,0
40,71556.0,18,PhD,Islamabad,Government,674.0,1547.0,1941871.0,1
27,81740.0,8,High School,Karachi,Government,604.0,2600.0,1975460.0,1
61,60610.0,42,Master,Islamabad,Government,652.0,2347.0,1778284.0,1
19,39410.0,0,High School,,Private,686.0,2018.0,2259541.0,0
30,48812.0,3,Master,Peshawar,Private,744.0,2394.0,1083910.0,0
57,69481.0,31,Bachelor,Rawalpindi,Government,667.0,1743.0,3059476.0,1
19,69213.0,0,,Rawalpindi,Business,595.0,1657.0,1587116.0,1
37,70307.0,14,Master,Rawalpindi,Private,684.0,2846.0,619606.0,1
18,76468.0,0,High School,Peshawar,Private,688.0,2949.0,1969266.0,0
54,65128.0,31,Bachelor,Lahore,Freelance,693.0,1935.0,1033938.0,1
26,70831.0,1,Bachelor,Peshawar,Government,744.0,3599.0,2398801.0,1
34,64009.0,13,Bachelor,Karachi,Private,751.0,3312.0,3788645.0,1
26,90272.0,8,Bachelor,Peshawar,Private,638.0,3092.0,1092085.0,1
28,96512.0,4,High School,Peshawar,Private,637.0,4875.0,2099135.0,1
32,,12,High School,Islamabad,Business,607.0,1306.0,220045.0,0
41,59384.0,18,High School,Islamabad,Private,729.0,2696.0,2208515.0,0
55,65720.0,36,High School,Islamabad,Private,781.0,2412.0,1002858.0,1
52,59128.0,26,Bachelor,Peshawar,Private,658.0,1473.0,1237649.0,1
47,104444.0,29,Master,Lahore,Private,663.0,5406.0,808842.0,1
48,69927.0,25,Master,Karachi,Freelance,783.0,2515.0,2458936.0,1
22,47282.0,0,Master,Karachi,Private,715.0,2143.0,2706574.0,0
61,78122.0,39,High School,Lahore,Private,711.0,2584.0,1821047.0,1
31,70961.0,9,Bachelor,Lahore,Government,597.0,1523.0,1022016.0,1
28,71692.0,10,High School,Karachi,Private,728.0,1734.0,3230571.0,1
26,104773.0,0,Bachelor,Rawalpindi,Private,615.0,3916.0,1124631.0,0
51,72717.0,29,Bachelor,Islamabad,Freelance,601.0,3187.0,100000.0,1
29,58319.0,10,High School,Islamabad,Freelance,656.0,1866.0,2212550.0,0
52,21984.0,28,Bachelor,Karachi,Business,639.0,968.0,805703.0,1
52,61361.0,32,PhD,Lahore,Business,664.0,2707.0,2689748.0,1
18,93731.0,0,Bachelor,Rawalpindi,Freelance,579.0,4152.0,1456976.0,0
57,62994.0,37,Bachelor,Karachi,Private,747.0,2347.0,2343342.0,1
39,20000.0,19,High School,Islamabad,Freelance,759.0,1027.0,3061350.0,0
46,54036.0,25,Bachelor,Peshawar,Freelance,544.0,2007.0,712027.0,1
25,86839.0,3,Master,Lahore,Freelance,748.0,3112.0,1290657.0,1
28,77008.0,10,High School,Peshawar,Government,623.0,2116.0,1731896.0,1
58,46523.0,37,Bachelor,Karachi,Private,740.0,1446.0,3183796.0,1
54,,29,High School,Islamabad,Freelance,675.0,1169.0,1207456.0,1
31,55964.0,4,Bachelor,Rawalpindi,Freelance,682.0,2348.0,1264947.0,0
47,50420.0,23,High School,Peshawar,Business,667.0,1468.0,2230327.0,1
52,20347.0,26,Master,Rawalpindi,Private,765.0,630.0,1280494.0,1
38,81799.0,16,Master,Islamabad,Private,593.0,3806.0,1937273.0,0
54,92655.0,27,Master,Peshawar,Private,723.0,2941.0,403616.0,1
22,31594.0,1,Bachelor,Rawalpindi,Freelance,757.0,913.0,3792897.0,0
36,92365.0,11,Master,Rawalpindi,Private,730.0,2445.0,587062.0,1
31,62733.0,5,Bachelor,Peshawar,Private,843.0,2927.0,1510423.0,1
43,91953.0,19,Bachelor,Islamabad,Business,643.0,2313.0,1770767.0,0
21,65835.0,0,Bachelor,Rawalpindi,Private,747.0,2367.0,3521419.0,1
42,67982.0,20,High School,Karachi,Freelance,673.0,2565.0,607639.0,0
62,73194.0,41,High School,Peshawar,Private,766.0,3202.0,3585334.0,1
59,47619.0,32,Master,Lahore,Freelance,679.0,1997.0,2481459.0,1
42,91283.0,24,Bachelor,Lahore,Government,653.0,4369.0,2175386.0,1
35,40330.0,8,Bachelor,Islamabad,Business,771.0,900.0,913830.0,1
57,,30,Bachelor,Karachi,Business,646.0,1725.0,2314027.0,1
25,76534.0,1,Master,Rawalpindi,Private,581.0,2309.0,1148862.0,0
56,53798.0,38,PhD,Lahore,Private,644.0,1383.0,2939995.0,1
57,82106.0,39,Master,Islamabad,Private,723.0,2502.0,926044.0,1
31,95269.0,9,Bachelor,Karachi,Freelance,777.0,2968.0,1698157.0,1
49,87276.0,23,High School,Karachi,Business,688.0,3337.0,1300254.0,1
55,22405.0,32,Bachelor,Islamabad,Government,772.0,962.0,911229.0,1
50,67769.0,30,High School,Islamabad,Government,585.0,2273.0,2467188.0,1
40,87631.0,20,High School,Rawalpindi,Private,649.0,3927.0,2281913.0,0
32,36032.0,8,Bachelor,Islamabad,Freelance,660.0,1154.0,2888109.0,1
50,80919.0,27,Bachelor,Rawalpindi,Business,672.0,2469.0,198112.0,1
42,79684.0,16,PhD,Rawalpindi,Private,686.0,3098.0,2757754.0,1
34,38334.0,11,,Peshawar,Government,728.0,829.0,4054904.0,1
50,83353.0,28,Bachelor,Karachi,Private,649.0,1958.0,1393523.0,1
64,70999.0,37,High School,Karachi,Government,690.0,2468.0,3505634.0,1
19,79308.0,0,Master,Karachi,Government,677.0,4145.0,1563155.0,0
31,43741.0,13,Master,Peshawar,Private,615.0,1963.0,564831.0,0
57,68303.0,33,Master,Rawalpindi,Private,672.0,1624.0,1524931.0,1
57,27493.0,37,Master,Rawalpindi,Private,670.0,1348.0,2743384.0,1
